TWEET,CLASS
rt @visionsisters: @thezenphoenix yay!! so cute!! hope u didnt have him already. its hard to shop for the girl who has the most badass #h…,-1
just because the hobbit movie wasnt exactly like the book doesent mean it was a bad movie 😒 stop trying to find things to complain about,-1
the smoug has been killed by the bad the dragon slayer #the hobbit 3,-1
i just wanna see the new hobbit so dang bad.,-1
i want to see the interview so bad; and the hobbit,-1
wanna watch the hobbit so badly 😌,-1
i wanna see the hobbit soooo bad !,-1
@claymanxiii it wasnt bad. it just looked so much better in trailers. might see the hobbit tonight.,-1
"talking ""the hobbit: the battle of the five armies;"" ""annie"" and ""the babadook"" around 11:50 a.m. on @nbcchicago.",-1
wanting to watch the hobbit so bad :-(,-1
watching the new hobbit without seeing the first two was a bad idea,-1
"rt @sharkn8o: ""i dont like bobs burgers"" #worstdatein5words",-1
stumbled on to a pirated video of the hobbit; battle of five armies. worst pirate job i have seen. blurred and in italian. go to theater,-1
hobbit sold out. heartbroken ;( worst christmas eves ever.,-1
leah picked the worst seats; tuning my hobbit experience,-1
bilbo the worst character on the hobbit;this useless ass nigga was either being a weirdo or sleeping during a whole fight,-1
very disappointed in the hobbit; probably the worst out of the saga,-1
honestly the hobbit has to be one of the worst films i have ever been forced to watch,-1
#worstdatein5words tell me about the hobbit.,-1
hobbit: 5 armies; yo! (d-) worst habits indulged - incoherent action; digi-drained visuals; excessive moodiness; and... lack of hobbit...,-1
the worst part about having the flu right now is that i still havent seen the new hobbit...,-1
i was disappointed in the final hobbit movie 😕,-1
im already disappointed about the hobbit and then i just realized that hot chocolate is just warm chocolate milk. when will it end!,-1
yesterday i watched the latest hobbit movie in imax 3d and was a bit... disappointed.,-1
@alexiaraye if you like the hobbit; you will be disappointed with the 3rd one :(,-1
the hobbit was awesome i cant describe a perfect word for it 😍😍😍 but the ending somehow made me sad and disappointed. oh kili 😭😭,-1
@dearxdira: the hobbit was awesome i cant describe a perfect word for it 😍😍 but the ending somehow made me sad and disappointed. oh kili😭😭,-1
"people change; feelings fade; things go wrong; memories remain but life goes on. gudeve ""the hobbit"" disappointed :c",-1
am i the only one who was incredibly disappointed by the hobbit: the battle of five armies? like i feel so let down by it its unreal.,-1
i was kind of disappointed in the new #hobbit movie but it could be because i just read the book. the cgi was overdone. it looked cheap.,-1
i was disappointed that in the 144 minutes of hobbit 3; peter jackson didnt find space for a song-and-dance scene about washing the dishes.,-1
rt @kevinhargaden: i was disappointed that in the 144 minutes of hobbit 3; peter jackson didnt find space for a song-and-dance scene about…,-1
absolutely buzzing to see the hobbit tomorrow; if its not amazing; i will be disappointed,-1
thinking back on it i was kind of disappointed in the hobbit; the whole series was lacking quite honestly,-1
the hobbit was so great. anyone who is fan will not be disappointed.,-1
little disappointed that the final hobbit instalment was so subpar,-1
hobbit. horrible.,-1
dear hollywood; you have done a horrible job with the hobbit movies. sincerely; people who read the book. #thehobbit,-1
gonna try and go see hobbit 3 tomorrow. been too long since i had a smaug fix. :p,1
going to the cinema by myself and i want to see penguins of madagascar but thats not socially acceptable so i have to see the hobbit ://,-1
the hobbit apa the pyramid yaa :/,-1
"watched the latest hobbit movie last night ...still not convinced about the high frame rate; it looked awful and ""cheap"" in parts :/",-1
this hobbit talk on my tl.. #cluelessasfuck :/,-1
“@_ryansmithmusic: speaking as a massive lotr fan ...... the last hobbit was a bit nothing tbh :/” @jameswaree haha do you agree?😂,-1
got to try and finish my ucas application; wrap loads of presents and watch the first two hobbit films before tea :/,-1
wow that one conversation in the hobbit: the battle of the five armies :/ much feels; such relate,-1
(seeing the hobbit today :/,-1
i really want to see the hobbit the battle of five armies.... but in a way i dont.... i dont want to see my favorite movie ending :/,1
fell asleep watchin the hobbit :/,-1
hobbit was goood hahaha; but the ending :/,-1
i fall asleep when watching the hobbit 😂😴 #wifbuddies,-1
after watching the hobbit all i wanna do is go slay some orks out in the streets. movie gets me to hype. #cantsleepnow,-1
(night of the museum 3) and (before i go to sleep) those two films i wanna see in golden stars and i wanna see hobbit film in the imax,-1
just got finished watching the hobbit...excuse me while i go cry myself to sleep. @thehobbitmovie #onelasttime #childhoodover,-1
despite the fact im just getting to bed after watching the first two hobbit movies; i am totally okay with only getting 6hrs of sleep,-1
@pippajaysays in my defence; i havent watched a single lotr or hobbit film. and not paid attention or fell asleep in hp films,-1
the hobbit made a nigga fall asleep,-1
im being v productive today c: doctors; hobbit and shopping then skype sleepover with beautiful naomi,-1
cant sleep; might reread the hobbit.,-1
plans for tomorrow: do laundry; sleep; eat; watch the hobbit: battle of the five armies :),-1
flying back to brunei tomorrow 6.45am but then its a no-sleep night for me 8d hobbit at imax at 11.40pm; bring it on.,-1
@katiewolski sorry i fell asleep; im awake now and ive got to tidy up the house before seeing the hobbit :d i can brainstorm some ideas :),-1
lotr still better than the hobbit...its more moving and it doesnt have a helpless hobbit sleeping through scenes,-1
rt @tbhsami: im being v productive today c: doctors; hobbit and shopping then skype sleepover with beautiful naomi,-1
cant believe i fell asleep through the hobbit in the cinema last night 😂😂😂,-1
3 hours of sleep really wrecked me lol and were watching hobbit later,-1
@ieahhh cus i was nervous for an interview and couldnt sleep. and also at the time i just came back from watching the hobbit 😁,-1
last time i watched the hobbit in cinema; i almost fall asleep..lets hope that doesnt happen again haha xp,-1
the last of the hobbit trilogy was epic! shame i fell asleep for like 10 minutes lol.,-1
@chiddle84 theres no two-hour hobbit movie. you were asleep on a park bench. youve gone native.,-1
time to meng-hobbit kan diri.. x pernah tgk hobbit or lotr or whatsoever; so lets not fall asleep ok 😂😂😂😂,-1
@dudesleepy hobbit eh?,-1
so many options tonight.. stay home and sleep; drink with the boys; go see the hobbit? rough choices,-1
thought the hobbit was wicked inspite of falling asleep through the last two #hobbitbattleoffivearmies #hobbitconvert,-1
@ashleigh_yeo @elli_major think you mean lord of the rings? thats shit like i also fell asleep!! can just tolerate the hobbit,-1
5.5 hours of sleep was worth it for the hobbit.,-1
when your friends drag you to watch the new hobbit movie with them but you fell asleep during the first two,-1
the hobbit was well worth only getting five hours of sleep lol,-1
@papstjames what you got to say now hobbit; take your lil ass back to sleep.,-1
the hobbit the battle of the five armies later more like the battle of me not falling asleep throughout the movie,-1
ah im so tired what if i just fall asleep while watching the hobbit in the cinema,-1
ill try and ask if i may watch the hobbit 😴😴😴 #sleepy #12am,-1
dammit i fell asleep at a lot of parts during the hobbit again,-1
@tdotcam u should go to sleep instead of seeing the hobbit,-1
tomorrow is goung to be hell. work till morning 7 without sleeping. then off to uni for an interview. tweetup; funeral and hobbit to follow.,-1
@russellsriff that sucks! lack of sleep kills. the hobbit will make you forget about the crappy week for sure. so amazing!,-1
im going to hobbit marathon this week after 12 hours of lotr last week im a pro now its gonna be great and i wont fall asleep woo,-1
things i get to do today: dress up all cute and pretty and go see the hobbit. things i dont get to do today: sleep; dragon age.,-1
hobbit was so gooooooood wth i cant believe i fell asleep ajbsajbsmabsnsns,-1
been playing lego hobbit the last couple of days and its been pretty okay. better than harry potter; not as good as star wars,-1
the battle of five armies was so good that i impulse bought the hobbit lego game on the steam sales @ellamaina i cant do this alone.,-1
i feel for the orc that legolas kills. hes a guy who enjoys his job; is good at it; but dies bc legolas doesnt conform to physics #hobbit,-1
@thespidermatic loads of good movies being released. intersellar;imitation game;hobbit 3;american sniper etc.,-1
rt @evan_m_williams: this is amazing!! check out my good friends #chcm3 in their new #hobbit rap video #onering. get it girls. fng crazy. …,1
slept in till 10:50.. feeling pretty good. hoping my bros better to so we can go see the hobbit,1
i would like a hobbit goodie bag; please.,1
@seanastin did u watch the last hobbit movie? is it good?,1
@nohaamoustafa komt hd5ol the hobbit embare7 bs l2et horrible bosses 2 f d5lto 😅,-1
الليلة ان شاء الله بشوف : foxcatcher horrible bosses 2 the hobbit : the battle of the five armies 😔❤.,-1
@tom_grace96 im going watching the hobbit with the family bro; cant :/ defo up for going out any other time though!,-1
